obs,time(UTC),latitude(degrees_north),longitude(degrees_east),ship_id_mmsi,navigational_status,speed_over_ground(kts),course_over_ground(deg),true_heading(deg),rate_of_turn(degrees minutes-1),position_accuracy
10117,2011-08-17T14:06:32Z,21.33525,-157.39825,377269000,0,7.1,68.8,67,-127,0
10118,2011-08-17T14:06:32Z,17.33852,-157.50418,353392000,0,16.1,115,113,0,1
10119,2011-08-17T14:07:08Z,17.3374,-157.5017,353392000,0,16.1,115,113,0,1
10120,2011-08-17T14:07:10Z,32.99952,-160.13742,354988000,0,12.5,89,89,0,1
10121,2011-08-17T14:07:14Z,22.5311,-154.89511,367196000,0,22.1,243.5,242,0,0
10122,2011-08-17T14:07:14Z,21.33576,-157.39677,377269000,0,7.9,70,66,0,0
10123,2011-08-17T14:07:26Z,22.53052,-154.89627,367196000,0,22.1,243.5,242,0,0
10124,2011-08-17T14:07:26Z,21.29119,-157.36061,376634000,0,7.7,69.6,70,0,1
10125,2011-08-17T14:07:34Z,7.29637,-159.26068,308268000,0,9.6,306,304,-12,0
10126,2011-08-17T14:07:34Z,21.03735,-157.18347,367056982,0,8.1,100.4,511,-128,0
10127,2011-08-17T14:08:04Z,23.87841,-170.25636,354918000,0,17.5,285.5,286,0,1
10128,2011-08-17T14:08:08Z,14.43248,-161.0339,538002881,0,14.1,25,25,-9,0
10129,2011-08-17T14:08:12Z,14.43284,-161.03372,538002881,0,14.1,25.2,25,11,0
10130,2011-08-17T14:08:12Z,29.66126,-153.46794,351478000,0,12.7,273.7,271,0,0
10131,2011-08-17T14:08:18Z,12.62483,-165.78394,353205000,0,13.3,215,215,0,1
10132,2011-08-17T14:08:18Z,14.43313,-161.03358,538002881,0,14.1,24.7,25,-7,0
10133,2011-08-17T14:08:20Z,19.8399,-156.1358,366994450,0,10.1,199.6,203,-7,1
10134,2011-08-17T14:08:24Z,5.00155,-157.71104,440792000,3,4.5,46.9,511,-128,0
10135,2011-08-17T14:08:32Z,21.31011,-157.86581,367309860,5,0,0,266,0,0
10136,2011-08-17T14:08:32Z,14.87503,-157.43295,371349000,0,13.2,300.5,302,0,1
10137,2011-08-17T14:08:32Z,17.33463,-157.49574,353392000,0,16.1,115,113,0,1
10138,2011-08-17T14:08:34Z,11.30012,-157.91466,355093000,0,13.1,116,113,0,1
10139,2011-08-17T14:09:02Z,23.30908,-153.85272,565716000,0,14,109,109,0,1
10140,2011-08-17T14:09:12Z,5.29323,-159.2753,353242000,0,11,97.1,98,0,0
10141,2011-08-17T14:09:14Z,21.03651,-157.17963,367056982,0,8.1,104.7,511,-128,0
10142,2011-08-17T14:09:44Z,17.33238,-157.49081,353392000,0,16.1,114,112,0,1
10143,2011-08-17T14:09:48Z,21.29286,-157.35574,376634000,0,7.9,69.7,71,0,1
10144,2011-08-17T14:10:24Z,5.00388,-157.70923,440792000,3,4.2,43.4,511,-128,0
10145,2011-08-17T14:10:24Z,11.29707,-157.9084,355093000,0,13.1,116,113,0,1
10146,2011-08-17T14:11:02Z,5.21576,-159.24455,441098000,0,5.7,270.8,511,-128,0
10147,2011-08-17T14:11:56Z,17.32818,-157.48137,353392000,0,16.2,115,113,0,1
10148,2011-08-17T15:37:52Z,30.0314,-176.94255,367139000,0,20.5,251.3,251,0,0
10149,2011-08-17T15:37:52Z,32.80966,-177.32674,548433000,8,12.1,286.9,281,0,0
10150,2011-08-17T15:44:24Z,10.83788,-167.85805,563431000,0,9.8,40.6,44,20,1
10151,2011-08-17T15:45:46Z,10.84063,-167.8556,563431000,0,9.6,41.9,43,15,1
10152,2011-08-17T15:46:42Z,5.29245,-157.1663,440933000,0,5.4,29.9,511,-128,0
10153,2011-08-17T15:47:14Z,5.7806,-157.43848,440782000,7,9.6,101.9,511,-128,0
10154,2011-08-17T15:47:28Z,5.1275,-154.46722,440045000,0,3.4,169.9,511,-128,0
10155,2011-08-18T03:20:20Z,21.31187,-157.87776,367196000,0,0.1,144.6,124,0,0
10156,2011-08-18T04:58:50Z,32.63939,-156.32802,259773000,0,14.4,282.2,283,0,0
10157,2011-08-18T04:59:34Z,20.08052,-174.25323,416444000,8,8.3,278.4,282,0,0
10158,2011-08-18T05:00:32Z,20.08088,-174.25563,416444000,8,8.3,277.7,282,0,0
10159,2011-08-18T05:01:02Z,32.84948,-156.4012,354988000,0,12.2,91,91,0,0
10160,2011-08-18T05:01:34Z,21.27165,-158.33084,369565000,0,13,278.6,279,-18,0
10161,2011-08-18T05:01:34Z,20.08124,-174.25804,416444000,8,8.2,278,282,-127,0
10162,2011-08-18T05:02:04Z,21.2061,-157.72276,354136000,0,9.2,84.8,82,0,1
10163,2011-08-19T12:11:22Z,16.864,-164.0255,311856000,0,11.4,102,97,0,1
10164,2011-08-19T12:16:28Z,17.50123,-155.09,370813000,0,14.6,224.3,224,0,0
10165,2011-08-19T13:41:22Z,20.25448,-166.80428,371349000,0,12.6,302.1,303,0,0
10166,2011-08-19T13:41:22Z,30.14466,-175.89761,256797000,0,13.9,270.3,269,0,0
10167,2011-08-19T13:43:46Z,16.82583,-163.71432,311856000,0,11.8,98,100,0,1
10168,2011-08-19T13:51:00Z,5.37507,-160.50603,440858000,0,3.2,71.9,511,-128,1
10169,2011-08-19T13:51:00Z,11.43143,-158.29703,538003522,0,12.5,123,123,0,1
10170,2011-08-19T15:25:06Z,15.79683,-167.78616,636091707,0,14.1,296,298,12,0
10171,2011-08-20T01:22:00Z,5.01025,-161.29044,441098000,0,2.2,326.3,511,-128,0
10172,2011-08-20T01:23:52Z,5.18888,-156.03519,440792000,3,11.5,341.2,511,-128,0
10173,2011-08-20T01:24:52Z,5.19189,-156.03607,440792000,3,11,346.9,511,-128,0
10174,2011-08-20T01:25:42Z,5.41029,-159.08617,440858000,0,9.5,92.1,511,-128,1
10175,2011-08-20T01:25:54Z,15.29928,-157.47685,370813000,0,14.8,227.5,227,0,0
10176,2011-08-20T01:25:54Z,16.34283,-161.462,311856000,0,11.4,103,102,0,0
10177,2011-08-20T01:25:58Z,16.34272,-161.46182,311856000,0,11.4,104,102,0,0
10178,2011-08-20T01:26:02Z,5.41028,-159.0853,440858000,0,9.6,89.9,511,-128,1
10179,2011-08-20T01:26:08Z,16.34267,-161.46117,311856000,0,11.5,104,102,0,0
10180,2011-08-20T01:26:30Z,15.29766,-157.47879,370813000,0,14.8,228.9,228,0,0
10181,2011-08-20T01:27:28Z,22.16897,-159.23514,366994450,0,10.4,13.2,16,5,0
10182,2011-08-20T01:27:34Z,14.15782,-152.99986,257343000,0,16.9,298.1,299,0,0
10183,2011-08-20T01:27:38Z,21.37901,-157.96613,369077000,0,0.1,224,179,0,1
10184,2011-08-20T01:27:38Z,14.15799,-153.00023,257343000,0,16.9,298.9,299,0,0
10185,2011-08-20T01:27:54Z,15.29385,-157.48314,370813000,0,14.7,227.5,227,127,0
10186,2011-08-20T01:27:54Z,21.42206,-158.33011,369565000,3,2.2,340.4,344,7,0
10187,2011-08-20T01:28:22Z,22.8355,-154.20683,366629000,0,14.6,63,63,0,0
10188,2011-08-20T01:28:22Z,21.71583,-154.08873,352375000,0,16.7,264.1,263,0,1
10189,2011-08-20T01:28:32Z,22.83567,-154.20618,366629000,0,14.6,63,63,0,0
10190,2011-08-20T01:28:44Z,22.83617,-154.20517,366629000,0,14.6,63,63,0,0
10191,2011-08-20T02:52:40Z,5.58598,-174.04549,371096000,0,13.9,299,298,0,0
10192,2011-08-20T02:54:52Z,5.59025,-174.05292,371096000,0,13.9,300,297,0,0
10193,2011-08-20T02:55:16Z,11.86033,-165.70033,351298000,0,12.7,293,297,0,0
10194,2011-08-20T02:56:20Z,16.93676,-170.27376,636091707,0,13.4,297,301,8,0
10195,2011-08-20T02:56:20Z,17.08085,-169.39508,371147000,0,16.4,115,114,0,0
10196,2011-08-20T02:58:16Z,11.86467,-165.71033,351298000,0,12.9,291,298,0,0
10197,2011-08-20T02:58:16Z,16.27091,-161.16698,311856000,0,11.4,105,104,0,0
10198,2011-08-20T02:59:16Z,21.31029,-157.86923,367060190,0,0.1,238.6,511,-128,0
10199,2011-08-20T02:59:16Z,21.67331,-154.54063,352375000,0,16.5,263.2,264,0,1
10200,2011-08-20T02:59:16Z,15.03317,-157.76949,370813000,0,15.5,226.4,225,0,1
10201,2011-08-20T02:59:28Z,21.3165,-157.87666,366606000,0,0,204.3,28,0,0
10202,2011-08-20T02:59:28Z,21.2213,-157.78738,367350070,0,7.3,278.2,511,-128,0
10203,2011-08-20T02:59:38Z,17.07427,-169.38068,371147000,0,16.4,115,113,-5,0
10204,2011-08-20T02:59:52Z,21.30967,-158.14008,367309860,5,7.6,359.9,3,127,0
10205,2011-08-20T02:59:52Z,21.29423,-157.87198,366972620,0,5.2,26.9,511,-128,0
10206,2011-08-20T03:00:08Z,17.0734,-169.37872,371147000,0,16.4,114,113,7,0
10207,2011-08-20T03:00:10Z,21.3165,-157.87663,366606000,0,0,204.3,28,0,0
10208,2011-08-20T03:00:16Z,11.86767,-165.717,351298000,0,12.9,295,298,0,0
10209,2011-08-20T03:00:16Z,16.20503,-163.76007,432195000,0,9.4,45,43,0,1
10210,2011-08-20T03:00:16Z,16.26918,-161.16066,311856000,0,11.3,106,104,0,0
10211,2011-08-20T03:00:16Z,16.9435,-170.2875,636091707,0,13.4,297,301,-13,0
10212,2011-08-20T03:00:22Z,5.41028,-158.8324,440858000,0,9.7,87.8,511,-128,1
10213,2011-08-20T03:00:22Z,16.9437,-170.28784,636091707,0,13.4,297,301,-14,0
10214,2011-08-20T03:00:48Z,16.26867,-161.159,311856000,0,11.3,105,103,0,0
10215,2011-08-20T03:00:52Z,15.02842,-157.7746,370813000,0,15.5,225.1,225,-127,1
10216,2011-08-20T03:00:52Z,20.13734,-155.9459,366866570,0,8.5,322.8,511,-128,0
10217,2011-08-20T03:00:52Z,21.31006,-157.86877,367151240,15,0,220,511,-128,0
10218,2011-08-20T03:00:56Z,8.47862,-166.01347,319950000,0,12.4,295,294,0,0
10219,2011-08-20T03:00:56Z,21.67242,-154.54887,352375000,0,16.3,263.3,263,0,1
10220,2011-08-20T03:00:56Z,21.14075,-157.96294,636090891,0,1.7,223,154,0,1
10221,2011-08-20T03:00:56Z,16.26867,-161.1585,311856000,0,11.3,105,103,0,0
10222,2011-08-20T03:01:04Z,21.67236,-154.54936,352375000,0,16.4,264.1,263,0,1
10223,2011-08-20T03:01:04Z,21.5728,-158.3366,369565000,0,11.4,5.5,9,-14,0
10224,2011-08-20T03:01:04Z,28.47883,-160.72595,432470000,0,13.1,135,135,0,0
10225,2011-08-20T03:01:24Z,22.26257,-159.5859,366994450,0,14.8,228.5,227,-9,1
10226,2011-08-20T03:01:24Z,16.26833,-161.15717,311856000,0,11.4,104,103,0,0
10227,2011-08-20T03:01:34Z,26.16737,-152.39398,366833610,0,9,39.5,511,-128,0
10228,2011-08-20T03:01:34Z,21.31028,-157.86923,367060190,0,0,339.4,511,-128,0
10229,2011-08-20T03:01:34Z,21.77501,-169.5243,371349000,0,13.7,300.9,302,0,0
10230,2011-08-20T03:01:34Z,22.28569,-156.10207,338272000,0,6.3,57.8,511,-128,0
10231,2011-08-20T03:02:08Z,24.32156,-162.57692,563938000,0,12.4,293.6,295,0,0
10232,2011-08-20T03:02:10Z,21.29746,-157.86984,366972620,0,5.6,42.4,511,-128,0
10233,2011-08-20T03:02:10Z,21.31491,-157.87987,367080250,0,0.5,149.3,511,-128,0
10234,2011-08-20T03:02:16Z,21.2851,-157.91418,210435000,1,0.2,69.4,96,0,1
10235,2011-08-20T03:02:26Z,21.31029,-157.86923,367060190,0,0,45.9,511,-128,0
10236,2011-08-20T03:02:26Z,22.37345,-165.95503,356914000,0,14.1,285,287,0,1
10237,2011-08-20T03:02:32Z,23.00817,-153.84866,366629000,0,14.5,62,64,0,0
10238,2011-08-20T03:02:32Z,21.31007,-157.8688,367151240,15,0.1,224.2,511,-128,0
10239,2011-08-20T03:02:52Z,21.31478,-158.1366,367309860,5,6.5,81.4,99,127,0
10240,2011-08-20T03:02:56Z,22.37395,-165.95692,356914000,0,14.1,285,287,0,1
10241,2011-08-20T03:03:46Z,21.65028,-156.77342,538002881,0,17.9,59.9,58,5,0
10242,2011-08-20T03:03:46Z,33.55917,-169.49083,259773000,0,14.6,271.8,271,0,0
10243,2011-08-20T03:04:00Z,21.02017,-155.0465,477963900,0,12.9,116,115,0,0
10244,2011-08-20T03:04:00Z,21.16287,-157.81467,303165000,3,1.9,94.9,78,-127,0
10245,2011-08-20T03:04:12Z,31.66605,-152.36365,311821000,0,11,270,270,0,0
10246,2011-08-20T03:04:12Z,28.35057,-152.23003,305266000,0,14.2,116.7,118,0,0
10247,2011-08-20T03:04:44Z,28.46908,-160.71512,432470000,0,13.3,135,135,0,0
10248,2011-08-20T03:04:44Z,21.67037,-154.56725,352375000,0,16.4,263.4,263,0,1
10249,2011-08-20T03:04:50Z,16.26533,-161.14633,311856000,0,11.4,106,105,0,0
10250,2011-08-20T03:04:56Z,20.89492,-156.46727,367015060,0,0.1,218.5,511,-128,0
10251,2011-08-20T03:06:18Z,21.13898,-157.96477,636090891,0,1.5,227,155,0,1
10252,2011-08-20T03:06:18Z,21.30519,-157.86848,367056982,0,3.7,345.3,511,-128,0
10253,2011-08-20T03:06:50Z,21.30386,-157.868,366972620,0,4.6,353.5,511,-128,0
10254,2011-08-20T04:35:22Z,23.62672,-170.09177,356775000,0,13.2,287,286,0,1
10255,2011-08-20T04:36:24Z,23.6278,-170.0956,356775000,0,13.2,289,287,0,1
10256,2011-08-20T04:36:48Z,33.57,-169.94733,259773000,0,14.8,271.3,270,0,0
10257,2011-08-20T04:36:56Z,33.56995,-169.94797,259773000,0,14.8,271,270,0,0
10258,2011-08-20T04:36:56Z,5.78468,-174.39983,371096000,0,13.9,300,297,0,0
10259,2011-08-20T04:37:04Z,23.62852,-170.0982,356775000,0,13.2,289,287,0,1
10260,2011-08-20T04:40:16Z,16.38133,-163.58122,432195000,0,9.1,46,44,0,1
10261,2011-08-20T04:42:52Z,31.66748,-152.76292,311821000,0,15.8,270,271,5,0
10262,2011-08-20T04:43:00Z,33.57048,-169.97797,259773000,0,14.8,271.8,272,0,0
10263,2011-08-20T04:43:28Z,34.1203,-152.5794,218161000,0,19.6,284.2,286,0,1
10264,2011-08-20T06:13:00Z,33.58083,-170.41068,259773000,0,14.1,271.4,272,0,0
10265,2011-08-20T11:09:10Z,31.66423,-154.22636,311821000,0,11.8,270,271,0,1
10266,2011-08-20T11:09:10Z,33.61533,-171.8684,259773000,0,14.8,271.5,271,0,1
10267,2011-08-20T11:09:10Z,34.60811,-155.076,218161000,0,19.5,282.2,284,0,1
10268,2011-08-20T11:09:16Z,34.83943,-168.98833,338338000,0,12,265.4,264,0,0
10269,2011-08-20T11:09:16Z,23.47617,-154.25183,366562000,0,23.5,235,233,0,0
10270,2011-08-20T11:11:20Z,31.66425,-154.23497,311821000,0,11.9,269,271,0,1
10271,2011-08-20T11:11:24Z,22.85232,-167.9304,356914000,0,13.4,283,283,0,1
10272,2011-08-20T12:40:42Z,33.62646,-172.3343,259773000,0,15.4,272,271,0,0
10273,2011-08-20T12:43:10Z,33.62683,-172.34683,259773000,0,15.3,270.9,270,0,0
10274,2011-08-20T12:43:22Z,24.11783,-171.83958,356775000,0,12.1,288,288,0,1
10275,2011-08-20T12:43:38Z,30.96627,-163.14062,356452000,0,13,271,269,0,1
10276,2011-08-20T12:43:40Z,30.76125,-176.65985,239938000,8,14.2,261,260,0,1
10277,2011-08-20T12:44:38Z,20.97117,-158.17342,636090891,0,1.3,223,170,0,1
10278,2011-08-20T12:44:38Z,21.34956,-157.41568,367196000,0,21.9,53.9,56,0,0
10279,2011-08-20T12:45:04Z,21.15608,-157.80519,303165000,3,2.1,102.7,89,127,0
10280,2011-08-20T12:45:04Z,21.54075,-158.64563,367133450,0,7.6,122,116,0,0
10281,2011-08-20T12:45:04Z,23.1195,-154.802,366562000,0,23.5,235,235,0,0
10282,2011-08-20T12:45:04Z,33.627,-172.3565,259773000,0,15.2,271.6,270,0,0
10283,2011-08-20T12:45:14Z,30.01267,-170.28947,351478000,0,12.7,268.5,269,0,0
10284,2011-08-20T12:45:14Z,22.68344,-157.9914,369565000,3,0.9,90,91,15,0
10285,2011-08-20T12:45:58Z,23.00041,-154.09778,538002881,0,17,62,61,-7,0
10286,2011-08-20T12:45:58Z,21.27646,-157.41322,352375000,0,16.8,256.8,256,0,1
10287,2011-08-20T12:45:58Z,21.11369,-157.54979,367034960,5,9.3,111.6,511,-128,0
10288,2011-08-20T12:45:58Z,21.37901,-157.96611,369077000,0,0,115,179,0,1
10289,2011-08-20T12:45:58Z,30.96647,-163.1505,356452000,0,13,271,270,0,1
10290,2011-08-20T12:45:58Z,20.97082,-158.17374,636090891,0,1.2,220,169,0,1
10291,2011-08-20T12:46:00Z,23.11583,-154.80766,366562000,0,23.6,234,235,0,0
10292,2011-08-20T12:46:10Z,33.627,-172.36217,259773000,0,15.2,271.2,271,0,0
10293,2011-08-20T12:46:16Z,22.94387,-168.31262,356914000,0,13.8,283,283,0,1
10294,2011-08-20T12:46:34Z,22.91436,-155.23743,338272000,0,5.4,55.2,511,-128,0
10295,2011-08-20T12:46:36Z,23.11367,-154.811,366562000,0,23.7,234,235,0,0
10296,2011-08-20T12:47:00Z,23.11217,-154.81332,366562000,0,23.6,235,235,0,0
10297,2011-08-20T12:47:02Z,24.12158,-171.85246,356775000,0,12.1,289,288,0,1
10298,2011-08-20T12:47:56Z,21.36136,-157.39842,367196000,0,21.9,54.6,55,0,0
10299,2011-08-20T12:48:00Z,21.30988,-157.87064,367350070,0,0.1,153.7,511,-128,0
10300,2011-08-20T12:48:00Z,31.669,-154.60503,311821000,0,11.9,270,270,0,1
10301,2011-08-20T12:48:00Z,17.87435,-172.38475,636091707,0,13.4,295,295,-12,1
10302,2011-08-20T12:48:00Z,23.10833,-154.819,366562000,0,23.6,235,235,0,0
10303,2011-08-20T12:48:26Z,21.15604,-157.80315,303165000,3,2.5,82.8,79,127,0
10304,2011-08-20T12:48:38Z,21.36398,-157.39467,367196000,0,21.9,53.8,54,0,0
10305,2011-08-20T12:48:38Z,21.32152,-158.11508,367309680,0,0,312.2,46,0,0
10306,2011-08-20T12:48:38Z,21.77211,-158.97083,367056982,0,8.1,297.1,511,-128,0
10307,2011-08-20T12:49:06Z,21.15602,-157.8027,303165000,3,2.3,94.8,86,0,0
10308,2011-08-20T12:49:22Z,15.60388,-155.94656,257343000,0,16.9,299.9,297,0,0
10309,2011-08-20T12:49:22Z,15.87855,-166.85818,371147000,0,16.1,116,111,7,1
10310,2011-08-20T12:49:28Z,8.72115,-174.01466,351633000,0,12.9,91.8,93,-127,0
10311,2011-08-20T12:49:34Z,21.15599,-157.80238,303165000,3,2.3,95.6,82,-127,0
10312,2011-08-20T12:49:52Z,21.30988,-157.87064,367350070,0,0,145.9,511,-128,0
10313,2011-08-20T12:49:52Z,23.10117,-154.83,366562000,0,23.8,235,235,0,0
10314,2011-08-20T12:49:54Z,15.79083,-159.338,311856000,0,10.7,103,104,0,1
10315,2011-08-20T12:49:54Z,5.7589,-153.19414,440504000,0,0.6,126.5,189,0,0
10316,2011-08-20T12:50:38Z,21.37122,-157.38416,367196000,0,22,52.6,55,0,0
10317,2011-08-20T12:50:46Z,21.15231,-157.59657,367015060,0,6.1,297.9,511,-128,0
10318,2011-08-20T12:50:46Z,5.40939,-157.25768,440858000,0,9,90.3,511,-128,1
10319,2011-08-20T12:50:46Z,5.78137,-152.52406,576363000,0,3.5,254.3,511,-128,1
10320,2011-08-20T12:50:58Z,15.78995,-159.33485,311856000,0,10.6,107,105,0,1
10321,2011-08-20T12:50:58Z,21.07309,-156.62633,367309120,5,6.2,70,511,-128,0
10322,2011-08-20T12:50:58Z,23.01167,-154.07515,538002881,0,17,61.8,61,-9,0
10323,2011-08-20T12:51:00Z,21.15613,-157.80157,303165000,3,1.9,81.8,76,127,0
10324,2011-08-20T12:51:08Z,8.5529,-154.30177,538003522,0,13.5,127,130,0,1
10325,2011-08-20T12:51:08Z,23.09617,-154.8375,366562000,0,23.8,235,235,0,0
10326,2011-08-20T12:51:32Z,15.87422,-166.84901,371147000,0,16.2,115,112,8,1
10327,2011-08-20T12:51:32Z,15.60831,-155.95602,257343000,0,16.8,293.4,297,0,0
10328,2011-08-20T12:51:38Z,21.71962,-155.8455,310437000,0,20.5,252.4,253,0,0
10329,2011-08-20T12:52:08Z,15.60956,-155.95872,257343000,0,16.7,297.2,297,0,0
10330,2011-08-20T12:52:32Z,23.09083,-154.84567,366562000,0,23.8,234,234,0,0
10331,2011-08-20T12:53:48Z,8.54673,-154.29375,538003522,0,13.6,127,131,0,1
10332,2011-08-20T14:17:48Z,33.638,-172.82133,259773000,0,14.8,271.7,271,0,1
10333,2011-08-20T14:19:08Z,33.63833,-172.828,259773000,0,14.9,272.2,271,0,1
10334,2011-08-20T14:19:08Z,29.99983,-168.91483,477733700,0,12.9,90,92,0,0
10335,2011-08-20T14:22:00Z,25.20948,-164.89577,563938000,0,12.3,292.9,294,0,0
10336,2011-08-20T14:22:00Z,6.84785,-176.27138,371096000,0,12.5,298,295,0,1
10337,2011-08-20T14:23:12Z,23.03917,-168.70442,356914000,0,13.9,283,283,0,1
10338,2011-08-20T14:23:24Z,23.03937,-168.70523,356914000,0,13.9,283,284,0,1
10339,2011-08-20T14:23:56Z,9.49553,-168.2103,319950000,0,12.7,294,296,0,0
10340,2011-08-20T14:24:02Z,24.21783,-172.19385,356775000,0,12.1,288,287,0,1
10341,2011-08-20T14:24:12Z,23.04013,-168.70853,356914000,0,14,284,285,0,1
10342,2011-08-20T14:25:08Z,6.85335,-176.28102,371096000,0,12.4,299,297,0,1
10343,2011-08-20T14:25:08Z,9.4971,-168.21362,319950000,0,12.7,294,296,0,1
10344,2011-08-20T14:26:20Z,15.6878,-166.45184,371147000,0,16.3,115,112,-5,1
10345,2011-08-20T14:26:36Z,16.99967,-162.38075,432195000,0,7.6,88,84,0,1
10346,2011-08-20T14:27:20Z,15.81,-156.37106,257343000,0,16.8,297,297,0,0
10347,2011-08-20T14:27:20Z,5.62459,-156.566,440236000,15,9.8,106.4,511,-128,0
10348,2011-08-20T14:28:06Z,8.32208,-154.00085,538003522,0,14.4,126,130,0,1
10349,2011-08-20T14:29:16Z,9.50333,-168.22697,319950000,0,12.7,293,296,0,1
10350,2011-08-21T02:01:06Z,5.06247,-156.43732,440933000,0,3.1,116.7,511,-128,0
10351,2011-08-21T01:58:54Z,8.65475,-171.07147,351633000,0,13.3,88.6,89,0,0
10352,2011-08-21T03:42:16Z,21.43975,-158.50407,338221000,0,14.5,300.7,304,0,1
10353,2011-08-21T03:41:18Z,34.82992,-156.71837,248859000,0,16.2,116,116,0,1
10354,2011-08-21T03:41:06Z,23.82465,-171.97096,356914000,0,13.6,285,286,0,0
10355,2011-08-21T03:41:06Z,34.83035,-156.71944,248859000,0,16.4,116.6,116,0,1
10356,2011-08-21T03:40:16Z,21.03633,-157.21704,367119160,0,7.6,101.4,101,0,0
10357,2011-08-21T03:40:16Z,21.43576,-158.49655,338221000,0,14.5,301.1,302,0,1
10358,2011-08-21T03:40:12Z,21.26122,-157.94916,303999000,0,7,95.1,92,0,0
10359,2011-08-21T11:50:14Z,23.29922,-153.1703,369296000,0,22.8,244,244,-11,0
10360,2011-08-21T11:50:14Z,22.75074,-157.88501,369565000,3,1.9,90,92,26,0
10361,2011-08-22T10:49:54Z,22.7428,-157.95332,369565000,3,2.2,90,94,11,0
10362,2011-08-22T10:50:12Z,21.95093,-159.33284,367309860,5,5.2,94.9,95,-127,0
10363,2011-08-22T10:50:48Z,31.66637,-163.85852,311821000,0,13.1,269,268,0,1
10364,2011-08-22T10:50:56Z,29.1045,-157.40582,477733700,0,13.9,109,111,0,0
10365,2011-08-22T10:51:26Z,30.15347,-163.21295,352467000,0,14,117,116,0,0
10366,2011-08-22T10:52:36Z,29.75847,-156.90366,210728000,0,12.6,274,275,-5,0
10367,2011-08-22T10:58:44Z,10.0245,-155.04768,371147000,0,17.1,116,114,-7,1
10368,2011-08-22T12:26:20Z,21.42056,-159.98842,352375000,0,18,274.4,274,0,1
10369,2011-08-22T12:26:20Z,29.53735,-176.78163,235085464,0,10.9,105.7,105,16,1
10370,2011-08-22T12:26:20Z,29.15784,-165.27266,305266000,0,13.9,274.7,274,0,1
10371,2011-08-22T12:31:46Z,24.99999,-152.09656,338221000,0,14.1,89.7,87,0,1
10372,2011-08-22T12:32:20Z,5.32628,-167.95001,370813000,0,13.8,227.6,230,0,1
10373,2011-08-23T00:05:50Z,5.09943,-156.19914,440792000,3,0.1,353.9,511,-128,0
10374,2011-08-23T01:40:20Z,5.36363,-157.36176,440944000,0,4.7,330.1,332,127,0
10375,2011-08-23T01:40:26Z,5.09524,-152.51495,440636000,0,10.8,104.3,102,0,0
10376,2011-08-23T01:41:06Z,20.89653,-156.46616,366994450,0,0.1,302,122,-5,1
10377,2011-08-23T01:41:12Z,8.6842,-160.53484,351633000,0,13.7,88.5,88,0,0
10378,2011-08-23T01:41:12Z,22.68353,-157.94775,369565000,3,0,0.1,90,-13,0
10379,2011-08-23T01:41:12Z,21.12905,-157.92378,303165000,3,2.1,270,302,0,0
10380,2011-08-23T01:42:20Z,21.32204,-158.11487,367309860,5,0,0,42,0,0
10381,2011-08-23T01:42:20Z,21.05654,-156.5784,367151310,0,8,286.6,511,-128,0
10382,2011-08-23T01:42:36Z,21.31208,-157.87538,432470000,5,0,66,124,0,0
10383,2011-08-23T01:42:36Z,20.89655,-156.46616,366994450,0,0.1,122,122,0,1
10384,2011-08-23T01:42:44Z,19.79759,-155.04562,367080250,0,6.8,219.1,511,-128,0
10385,2011-08-23T01:42:56Z,21.089,-157.60674,367133450,0,7.4,123,121,0,0
10386,2011-08-23T01:43:20Z,5.22201,-160.538,441098000,0,3.8,253.4,511,-128,0
10387,2011-08-23T01:43:22Z,22.55512,-160.14676,369970081,0,12.5,151.7,511,-128,0
10388,2011-08-23T01:43:22Z,28.30998,-159.74487,352467000,0,14.6,122,123,0,0
10389,2011-08-23T01:43:22Z,22.68349,-157.94775,369565000,3,0.1,0.1,90,-21,0
10390,2011-08-23T01:43:42Z,21.12904,-157.9253,303165000,3,2.1,272.5,307,0,0
10391,2011-08-23T01:43:50Z,21.31008,-157.86913,366972620,0,0,234.5,511,-128,0
10392,2011-08-23T01:43:58Z,28.30865,-159.74255,352467000,0,14.6,122,123,0,0
10393,2011-08-23T01:44:00Z,21.3101,-157.86914,366972620,0,0,238.7,511,-128,0
10394,2011-08-23T01:44:48Z,24.79066,-173.65617,357848000,0,17.3,110.5,110,0,0
10395,2011-08-23T01:44:48Z,21.05796,-156.58456,367151310,0,8.3,286.3,511,-128,0
10396,2011-08-23T01:46:00Z,24.19617,-155.21967,366562000,0,24,38,38,0,0
10397,2011-08-23T01:46:00Z,26.78139,-155.67003,441431000,0,11.3,288,290,-128,0
10398,2011-08-23T01:46:40Z,25.32689,-153.28645,368857000,0,14.5,23.6,24,-128,0
10399,2011-08-23T01:46:40Z,28.30258,-159.73203,352467000,0,14.6,122,123,0,0
10400,2011-08-23T01:47:06Z,24.202,-155.21468,366562000,0,24,38,39,0,0
10401,2011-08-23T01:47:26Z,24.20367,-155.21317,366562000,0,24.1,39,39,0,0
10402,2011-08-23T01:48:02Z,34.50783,-159.40338,354373000,0,13,276,276,0,0
10403,2011-08-23T01:48:16Z,29.93475,-160.78082,210728000,0,12.8,270,273,7,0
10404,2011-08-23T03:15:34Z,24.62785,-173.19743,357848000,0,18,111.4,111,0,0
10405,2011-08-23T03:17:30Z,22.41613,-164.66882,352375000,0,18.1,284.2,284,0,1
