obs,time(UTC),latitude(degrees_north),longitude(degrees_east),ship_id_mmsi,navigational_status,speed_over_ground(kts),course_over_ground(deg),true_heading(deg),rate_of_turn(degrees minutes-1),position_accuracy
288,2011-08-03T11:27:16Z,21.855,-169.85867,355040000,0,15,284,284,0,0
289,2011-08-03T11:27:20Z,22.0346,-169.39442,249731000,0,15.6,279,279,0,1
290,2011-08-03T11:28:24Z,20.7044,-166.51003,416444000,8,10.3,81,86,0,0
291,2011-08-03T11:28:40Z,21.30341,-157.86775,305676000,0,0.1,95.9,163,127,0
292,2011-08-03T11:29:06Z,34.99863,-175.9152,477877000,0,12.7,90,88,0,1
293,2011-08-03T11:29:20Z,23.7665,-171.61803,636092101,0,17.7,298,511,-128,0
294,2011-08-03T11:29:56Z,31.41115,-154.0521,352476000,0,14.7,293,294,0,0
295,2011-08-03T11:30:14Z,28.93077,-169.03613,256478000,0,12.2,97,97,0,0
296,2011-08-03T13:05:36Z,33.76458,-177.36194,367683000,0,19.9,248.3,248,0,1
297,2011-08-03T13:05:54Z,33.76397,-177.3638,367683000,0,19.9,248.4,248,0,1
298,2011-08-03T14:45:04Z,33.15152,-156.87695,371958000,0,14.1,279,277,0,0
299,2011-08-03T16:22:12Z,33.98195,-160.22227,354591000,0,18.1,87,88,0,0
300,2011-08-03T17:58:00Z,33.9511,-159.6392,354591000,0,17.9,97,98,0,0
301,2011-08-03T17:58:38Z,32.00255,-164.11778,376265000,0,12.7,268.9,266,0,0
302,2011-08-03T17:58:52Z,24.97937,-154.96574,352740000,0,11.8,299,302,0,1
303,2011-08-03T17:59:06Z,33.95042,-159.63252,354591000,0,18,96,98,0,0
304,2011-08-03T17:59:54Z,22.6975,-154.5005,366629000,0,20.4,242,242,0,0
305,2011-08-03T18:00:28Z,31.00367,-167.27847,215453000,0,13.1,271,268,0,0
306,2011-08-03T18:00:28Z,21.95102,-159.35777,366982260,0,0,0,511,-128,0
307,2011-08-03T18:00:36Z,21.47256,-161.32333,246663000,0,15,285.8,285,16,1
308,2011-08-03T18:00:36Z,21.42215,-158.19637,366939140,0,1,126,511,-128,0
309,2011-08-03T18:00:52Z,24.98272,-154.97203,352740000,0,11.9,299,302,0,1
310,2011-08-03T18:01:04Z,20.66789,-156.74377,367015060,0,9.6,98.5,511,-128,0
311,2011-08-03T18:01:08Z,22.6945,-154.507,366629000,0,20.5,242,242,0,0
312,2011-08-03T18:01:10Z,30.09359,-153.23965,367008740,0,5.4,27.5,511,-128,0
313,2011-08-03T18:01:22Z,20.66772,-156.74292,367015060,0,9.3,99.9,511,-128,0
314,2011-08-03T18:01:36Z,32.01248,-155.77335,352476000,0,14.7,292,292,0,0
315,2011-08-03T18:01:58Z,33.94865,-159.6153,354591000,0,18,97,98,0,0
316,2011-08-03T18:03:00Z,32.10073,-153.27403,548840000,0,14.9,92.4,95,7,1
317,2011-08-03T18:04:14Z,32.10051,-153.26816,548840000,0,15,92.4,94,-1,1
318,2011-08-03T18:04:14Z,22.35877,-155.26534,367196000,0,22.1,243.3,242,0,0
319,2011-08-03T18:04:14Z,22.68633,-154.52417,366629000,0,20.5,243,242,0,0
320,2011-08-03T18:04:36Z,21.42111,-158.1961,366939140,0,0.7,195.6,511,-128,0
321,2011-08-03T19:28:48Z,34.55755,-172.19629,371228000,0,17.1,249.9,248,0,0
322,2011-08-03T19:29:50Z,34.55589,-172.2017,371228000,0,17.2,250.1,248,0,0
323,2011-08-03T19:30:42Z,34.55442,-172.2066,371228000,0,17.2,249.7,248,0,0
324,2011-08-03T19:32:36Z,30.99768,-167.66138,215453000,0,12.8,270,269,0,0
325,2011-08-03T19:33:20Z,24.85422,-173.92699,636092101,0,17.9,296,511,-128,0
326,2011-08-03T19:33:32Z,24.85465,-173.92796,636092101,0,17.9,295,511,-128,0
327,2011-08-03T19:33:38Z,30.00009,-172.6224,353382000,0,18.4,89.7,91,127,0
328,2011-08-03T19:33:42Z,34.54953,-172.22295,371228000,0,17.2,250,248,0,0
329,2011-08-03T19:34:06Z,22.3717,-171.70247,249731000,0,15.8,280,279,-127,0
330,2011-08-03T19:34:06Z,34.3818,-174.95868,636091610,0,19.2,255,253,0,0
331,2011-08-03T19:34:14Z,22.91448,-159.5256,636009881,0,12.1,88,90,0,1
332,2011-08-03T19:34:42Z,21.2737,-170.08023,538002477,0,12.5,113.5,113,0,0
333,2011-08-03T19:34:56Z,22.37235,-171.70607,249731000,0,15.8,281,280,0,0
334,2011-08-03T19:35:12Z,21.28853,-157.92104,412360000,0,0.2,317.7,344,0,1
335,2011-08-03T19:35:12Z,34.54704,-172.23112,371228000,0,17.3,249.8,247,0,0
336,2011-08-03T19:35:20Z,22.31583,-171.99483,355040000,0,14.4,282,283,0,0
337,2011-08-03T19:35:38Z,21.47705,-162.19472,367311350,0,15.8,103,102,5,0
338,2011-08-03T19:35:52Z,22.12267,-159.75308,369970083,0,0.5,106.1,511,-128,0
339,2011-08-03T19:35:52Z,17.0157,-173.20976,403508000,0,16.6,265,264,0,0
340,2011-08-03T19:35:58Z,31.99981,-164.5119,376265000,0,12,269.9,268,0,0
341,2011-08-03T19:35:58Z,22.3165,-171.99733,355040000,0,14.4,282,282,0,0
342,2011-08-03T19:36:06Z,21.95104,-159.35777,366982260,0,0,0,511,-128,0
343,2011-08-03T19:36:26Z,22.10459,-155.80676,367196000,0,22,243.2,241,0,0
344,2011-08-03T19:36:26Z,21.47622,-162.1911,367311350,0,15.8,103,102,0,0
345,2011-08-03T19:36:26Z,21.30999,-157.86824,367309120,0,0,22,511,-128,0
346,2011-08-03T19:36:34Z,20.98684,-160.22415,319605000,0,14.3,285,282,7,0
347,2011-08-03T19:36:34Z,21.31027,-157.86923,367060190,0,0.1,216.2,511,-128,0
348,2011-08-03T19:36:34Z,21.41371,-158.19629,366939140,0,3.3,165.1,511,-128,0
349,2011-08-03T19:36:48Z,33.89492,-159.04713,354591000,0,18.2,94,96,0,0
350,2011-08-03T19:36:48Z,21.95104,-159.35777,366982260,0,0.4,261.3,511,-128,0
351,2011-08-03T19:36:48Z,20.01418,-168.71758,367438000,0,23.4,263,261,11,0
352,2011-08-03T19:37:12Z,25.11752,-155.29456,352740000,0,11.9,295,296,0,1
353,2011-08-03T19:37:12Z,21.31641,-157.87668,366606000,0,0,210.3,27,0,0
354,2011-08-03T19:37:14Z,32.08659,-152.81071,548840000,0,15,92.3,94,4,1
355,2011-08-03T19:37:14Z,21.47538,-162.18742,367311350,0,15.9,104,102,0,0
356,2011-08-03T19:38:06Z,21.30999,-157.86823,367309120,0,0,241,511,-128,0
357,2011-08-03T19:38:06Z,21.95104,-159.35777,366982260,0,0,0,511,-128,0
358,2011-08-03T19:38:26Z,22.09895,-155.81859,367196000,0,22,243.1,242,0,0
359,2011-08-03T19:38:26Z,21.47405,-162.18182,367311350,0,15.8,103,102,-5,0
360,2011-08-03T19:38:28Z,5.46587,-160.0317,440517000,0,10.3,256.4,255,0,0
361,2011-08-03T19:38:32Z,21.28867,-157.9212,412360000,0,0.1,261.8,352,0,1
362,2011-08-03T19:38:34Z,22.31883,-172.0085,355040000,0,14.5,282,282,0,0
363,2011-08-03T19:38:34Z,21.56208,-154.12848,212286000,0,16.8,79.7,78,0,1
364,2011-08-03T19:38:36Z,21.41194,-158.19585,366939140,0,3.5,168.5,511,-128,0
365,2011-08-03T19:39:16Z,20.97679,-156.14125,367309680,0,7.8,298.1,296,-127,0
366,2011-08-03T19:39:42Z,23.27904,-164.98764,369565000,0,12,239,239,0,0
367,2011-08-03T19:39:56Z,11.72717,-152.20908,305558000,0,18.2,300,301,0,0
368,2011-08-03T19:39:56Z,21.47248,-162.17482,367311350,0,15.8,104,102,0,0
369,2011-08-03T19:39:56Z,22.91392,-159.50471,636009881,0,12.1,94,95,0,1
370,2011-08-03T19:40:56Z,5.64073,-152.8296,566025000,0,12.5,89.4,87,0,1
371,2011-08-03T19:40:58Z,19.04128,-162.76833,372325000,0,13.3,115,120,0,1
372,2011-08-03T19:41:00Z,5.29979,-158.6036,440858000,0,9.6,276.9,511,-128,1
373,2011-08-03T19:41:00Z,21.58309,-161.76855,246663000,0,15.7,284.4,286,12,1
374,2011-08-03T19:41:38Z,5.63846,-155.25066,441062000,15,9.1,160.5,511,-128,0
375,2011-08-03T19:41:38Z,10.93217,-154.60458,431869000,15,9.2,121,120,0,0
376,2011-08-03T19:41:38Z,19.04003,-162.76575,372325000,0,13.2,117,120,-5,1
377,2011-08-03T19:41:38Z,5.30002,-158.6054,440858000,0,9.7,276.7,511,-128,1
378,2011-08-03T19:42:12Z,25.1247,-155.31091,352740000,0,11.8,296,297,0,1
379,2011-08-03T19:42:44Z,6.42763,-152.21767,440584000,0,9.5,50.3,511,-128,0
380,2011-08-03T19:43:38Z,5.63368,-155.24982,441062000,15,9.2,183.9,511,-128,0
381,2011-08-03T19:44:34Z,6.15013,-153.18883,440807000,7,9.7,85.9,511,-128,0
382,2011-08-03T21:09:12Z,25.07075,-174.39131,636092101,0,17.9,298,511,-128,0
383,2011-08-03T21:09:34Z,31.00378,-168.05858,215453000,0,12.7,266,267,0,0
384,2011-08-03T21:10:40Z,28.19316,-177.45325,369961000,0,4.5,336.4,330,0,0
385,2011-08-03T21:10:42Z,21.14533,-169.76854,538002477,0,12,115.3,115,0,0
386,2011-08-03T21:12:04Z,5.00298,-174.80858,574304000,8,11.3,93.7,94,0,0
387,2011-08-03T21:12:12Z,21.14322,-169.76384,538002477,0,12,114,111,0,0
388,2011-08-03T21:12:16Z,22.43082,-172.15778,249731000,0,15.2,279,278,-127,0
389,2011-08-03T21:12:20Z,22.39933,-172.40567,355040000,0,14.7,284,284,0,0
390,2011-08-03T21:12:24Z,16.98248,-173.62794,403508000,0,13.9,267,266,0,0
391,2011-08-03T21:12:36Z,21.69339,-162.18097,246663000,0,15.7,286.9,287,-10,1
392,2011-08-03T21:12:40Z,21.6935,-162.18135,246663000,0,15.7,287.6,287,12,1
393,2011-08-03T21:13:44Z,6.60697,-168.09462,477089900,0,11.1,302.6,304,0,0
394,2011-08-03T21:14:04Z,5.0027,-174.80238,574304000,8,11.4,95.4,94,0,0
395,2011-08-03T21:14:04Z,6.60753,-168.09547,477089900,0,11.1,303.4,304,0,0
396,2011-08-03T21:15:14Z,5.00252,-174.7986,574304000,8,11.2,93.6,92,0,0
397,2011-08-03T21:16:50Z,7.26865,-171.34367,355514000,0,12,125,125,0,0
398,2011-08-03T21:17:42Z,5.02346,-160.14363,440935000,0,9.5,301.6,511,-128,0
399,2011-08-03T21:17:48Z,5.41167,-155.25021,441062000,15,8.3,179.7,511,-128,0
400,2011-08-03T21:17:48Z,5.44991,-159.8586,440517000,0,11.2,91.5,98,0,0
401,2011-08-03T21:18:06Z,5.64547,-152.4842,566025000,0,13.1,89,86,0,1
402,2011-08-03T21:18:44Z,5.5079,-156.25403,440612000,0,9.7,333.2,511,-128,1
403,2011-08-04T08:47:50Z,5.15073,-160.01402,440792000,3,5,309.9,511,-128,0
404,2011-08-04T08:48:52Z,5.46662,-153.41708,440045000,0,3.4,101.2,511,-128,0
405,2011-08-04T08:54:48Z,21.31011,-157.86919,367151240,15,0.1,194.2,511,-128,0
406,2011-08-04T08:54:52Z,21.28383,-159.77647,367311350,0,16.4,92,91,-5,0
407,2011-08-04T08:54:52Z,21.31028,-157.86926,367060190,0,0,66.6,511,-128,0
408,2011-08-04T08:56:02Z,34.02911,-156.1361,538004358,0,18.6,289,287,0,0
409,2011-08-04T08:56:48Z,34.03042,-156.1408,538004358,0,18.5,289,287,0,0
410,2011-08-04T10:28:02Z,7.31859,-176.43909,357550000,0,12.6,123.1,511,-128,0
411,2011-08-04T10:28:52Z,34.99928,-169.83624,477877000,0,12.7,91,92,0,1
412,2011-08-04T10:29:50Z,21.31003,-157.8688,366972620,0,0,220.6,511,-128,0
413,2011-08-04T10:30:06Z,33.6724,-162.25903,371958000,0,14,273.7,273,0,0
414,2011-08-04T10:30:06Z,20.64152,-157.8124,366994450,0,17.5,301.3,303,5,1
415,2011-08-04T10:30:22Z,21.31643,-157.87668,366606000,0,0,210.3,27,0,0
416,2011-08-04T10:30:22Z,21.9002,-159.58846,369970083,0,0.3,202.6,511,-128,0
417,2011-08-04T17:02:36Z,28.69248,-153.50092,477926400,0,12.6,282.2,282,0,0
418,2011-08-04T18:36:12Z,23.14571,-168.0113,246663000,0,15.1,286,284,-13,1
419,2011-08-04T18:36:16Z,34.1433,-176.58691,370960000,0,14,89,89,0,0
420,2011-08-04T18:36:24Z,33.78749,-164.49026,371958000,0,13.9,269.7,269,0,0
421,2011-08-04T18:36:24Z,19.33706,-165.67538,538002477,0,12,111.8,113,0,0
422,2011-08-04T18:36:32Z,22.06074,-165.97183,319605000,0,14.4,280,282,-5,0
423,2011-08-04T18:42:20Z,21.36325,-157.94353,367311350,0,0,206,66,0,0
424,2011-08-04T18:42:46Z,21.30996,-157.87097,367034960,0,0.1,272.7,511,-128,0
425,2011-08-04T18:44:16Z,5.66822,-153.08603,440807000,7,10.5,246.7,511,-128,0
426,2011-08-04T20:10:42Z,33.80429,-164.92958,371958000,0,13.9,274.1,270,0,0
427,2011-08-04T20:17:10Z,21.30987,-157.8687,367056982,0,0,330.5,511,-128,0
428,2011-08-04T20:17:14Z,9.10725,-171.74025,477089900,0,11.6,306.3,309,0,0
429,2011-08-04T20:17:14Z,28.0938,-161.33504,256478000,0,12.3,96.5,99,0,0
430,2011-08-04T20:18:08Z,21.30988,-157.86871,367056982,0,0.1,312.3,511,-128,0
431,2011-08-05T10:30:10Z,5.44067,-156.17348,576363000,0,3.3,68.9,511,-128,1
432,2011-08-05T10:30:40Z,5.24775,-155.29654,440654000,0,3.7,96.7,511,-128,0
433,2011-08-05T10:31:12Z,5.44103,-156.17245,576363000,0,4.1,70.7,511,-128,1
434,2011-08-05T10:31:24Z,5.53898,-159.869,440604000,0,2.4,248.5,250,127,0
435,2011-08-05T10:32:02Z,5.51525,-156.1588,440612000,0,5.3,135.5,511,-128,1
436,2011-08-05T10:32:32Z,17.70223,-162.86292,305558000,0,18.6,299,300,0,1
437,2011-08-05T10:32:32Z,5.53942,-159.86998,440604000,0,3.8,338.5,356,127,0
438,2011-08-05T10:33:30Z,5.24813,-155.29362,440654000,0,3.7,80.1,511,-128,0
439,2011-08-05T10:33:34Z,21.31645,-157.87668,366606000,0,0,229.2,27,0,0
440,2011-08-05T10:38:48Z,19.02095,-169.79813,372910000,0,14.9,107,106,0,0
441,2011-08-05T10:38:56Z,19.02085,-169.79778,372910000,0,14.8,107,106,0,0
442,2011-08-05T10:38:56Z,5.13593,-169.13637,440646000,0,4.4,114.5,511,-128,0
443,2011-08-05T10:39:18Z,32.84767,-177.62286,372051000,0,15.4,248.7,248,0,0
444,2011-08-05T10:39:18Z,19.02035,-169.79617,372910000,0,15.1,108,106,0,0
445,2011-08-05T10:39:26Z,19.02017,-169.79562,372910000,0,15,107,106,0,0
446,2011-08-05T10:39:38Z,29.37947,-173.6208,257349000,0,18.3,109,110,0,0
447,2011-08-05T10:39:38Z,34.35765,-171.95744,370960000,0,14,87,87,0,1
448,2011-08-05T10:39:50Z,17.72107,-162.89705,305558000,0,18.5,299,299,0,1
449,2011-08-05T10:39:50Z,22.7798,-169.83873,319605000,0,13.6,281,280,9,0
450,2011-08-05T10:39:50Z,29.52712,-157.62413,477926400,0,12.7,283.2,282,127,0
451,2011-08-05T07:56:48Z,17.21255,-155.51344,319570000,0,19.8,294.2,294,0,1
452,2011-08-05T08:00:00Z,20.70831,-156.59544,367133450,0,8.5,140,142,0,0
453,2011-08-05T09:29:56Z,17.537,-162.56422,305558000,0,18.9,300,300,0,1
454,2011-08-05T09:30:04Z,17.5374,-162.56497,305558000,0,18.9,299,300,0,0
455,2011-08-05T09:30:04Z,18.03555,-162.76102,538002477,0,11.5,117,118,0,0
456,2011-08-05T09:30:16Z,27.77914,-158.36731,256478000,0,12,96.7,98,-12,0
457,2011-08-05T09:30:20Z,22.72702,-169.55566,319605000,0,13.6,278,281,-11,0
458,2011-08-05T09:30:20Z,30.00073,-160.50641,353382000,0,16.6,90.8,91,-127,0
459,2011-08-05T09:31:30Z,28.45247,-170.46996,371862000,0,16.5,104,105,0,1
460,2011-08-05T09:31:30Z,20.75256,-160.27586,416444000,8,9.3,93.6,95,0,0
461,2011-08-05T09:32:16Z,21.24388,-158.06886,367309860,5,6,269.9,271,127,0
462,2011-08-05T09:32:16Z,33.98678,-168.60901,371958000,0,13.6,273.8,274,0,0
463,2011-08-05T09:32:20Z,24.61345,-152.82716,371012000,0,19.5,308,310,0,1
464,2011-08-05T09:32:20Z,21.90021,-159.58849,369970083,0,0.1,60,511,-128,0
465,2011-08-05T09:32:54Z,27.77831,-158.35733,256478000,0,12,97.4,101,9,0
466,2011-08-05T09:33:18Z,21.36323,-157.94357,367311350,0,0,14,66,0,0
467,2011-08-05T11:04:40Z,21.55765,-176.3916,235062848,0,13.3,115,115,7,1
468,2011-08-05T11:06:58Z,21.55383,-176.3834,235062848,0,13.4,116,116,-7,1
469,2011-08-05T17:40:02Z,21.36218,-157.9483,338832000,0,0.3,57.9,252,0,0
470,2011-08-05T17:45:40Z,22.0815,-155.835,366629000,8,15.9,62,64,0,0
471,2011-08-05T17:46:06Z,21.00672,-156.48517,366866570,0,6.8,161.8,511,-128,0
472,2011-08-05T19:18:52Z,21.31202,-157.87547,412360000,0,0.1,214.1,304,0,1
473,2011-08-05T19:21:50Z,5.96173,-155.27917,440612000,0,11.2,67.6,511,-128,1
474,2011-08-05T19:21:50Z,5.88809,-154.57108,441062000,15,9.7,56.3,511,-128,0
475,2011-08-05T19:21:58Z,5.45902,-158.57158,440782000,7,9.7,272.2,511,-128,0
476,2011-08-05T19:21:58Z,5.91603,-159.01657,440927000,0,8.5,267,511,-128,1
477,2011-08-05T19:22:10Z,5.96213,-155.27818,440612000,0,11,67.9,511,-128,1
478,2011-08-05T19:22:22Z,5.37491,-158.64294,440858000,0,9.7,45.8,511,-128,1
479,2011-08-06T06:53:44Z,5.28284,-152.92448,440654000,0,10.2,65,511,-128,0
480,2011-08-06T13:00:22Z,33.73713,-166.63396,366844270,0,8.3,353.8,354,0,0
481,2011-08-06T08:34:50Z,29.93019,-153.24051,353382000,0,16.4,92.6,92,0,0
482,2011-08-06T08:35:20Z,21.31643,-157.87666,366606000,0,0,229.2,27,0,0
483,2011-08-06T08:35:20Z,20.23875,-157.32924,338832000,0,12.3,150.8,149,0,0
484,2011-08-06T08:35:44Z,20.45849,-163.4541,319570000,0,20.6,292.6,293,0,1
485,2011-08-06T10:07:10Z,27.98977,-170.75816,371437000,0,17.8,110,111,-5,1
486,2011-08-06T10:07:16Z,26.67432,-166.05203,257349000,0,17.9,116,117,0,0
487,2011-08-06T10:07:18Z,32.00027,-171.34938,636012524,0,12.8,88,91,5,1
488,2011-08-06T10:08:00Z,30.5635,-177.86407,353690000,0,17,107.6,106,0,1
489,2011-08-06T10:08:18Z,33.93416,-175.33301,371958000,0,13.9,267.4,267,0,0
490,2011-08-06T10:08:18Z,26.73052,-163.20876,371862000,0,15.4,104,106,0,1
491,2011-08-06T10:09:00Z,30.56202,-177.85886,353690000,0,17,108.5,107,0,1
492,2011-08-06T10:09:04Z,30.56187,-177.85834,353690000,0,17,108.5,107,0,1
493,2011-08-06T10:09:22Z,30.56143,-177.85686,353690000,0,17.1,109.2,108,0,1
494,2011-08-06T10:09:48Z,29.63672,-168.54268,352740000,0,12.3,287,285,0,1
495,2011-08-06T10:09:48Z,32.00035,-171.33891,636012524,0,12.8,87,89,5,1
496,2011-08-06T10:10:48Z,21.30993,-157.8711,367034960,0,0,262.3,511,-128,0
497,2011-08-06T10:11:16Z,27.86997,-155.18237,564413000,0,14.2,271,272,0,1
498,2011-08-06T10:11:50Z,22.99518,-157.4136,367283000,0,12,165.2,511,-128,0
499,2011-08-06T10:12:18Z,26.72608,-163.18993,371862000,0,15.4,104,106,0,1
500,2011-08-06T10:13:28Z,29.01545,-154.91682,209648000,0,13.2,287,286,0,0
501,2011-08-06T10:13:38Z,29.01562,-154.91748,209648000,0,13.1,287,286,0,0
502,2011-08-06T10:15:20Z,29.0174,-154.92413,209648000,0,13.2,287.1,286,127,0
503,2011-08-06T10:15:20Z,32.00088,-171.31575,636012524,0,12.9,87,90,5,1
504,2011-08-06T11:44:22Z,27.82078,-170.25069,371437000,0,17.9,111,112,7,1
505,2011-08-06T11:49:32Z,34.67987,-164.77853,370960000,0,14.2,87,87,0,1
506,2011-08-06T15:00:22Z,33.89836,-176.67114,371958000,0,13.8,264.7,265,0,0
507,2011-08-06T15:00:34Z,34.21082,-177.60693,249655000,0,13.9,116,120,0,1
508,2011-08-06T16:36:24Z,34.02965,-177.2134,249655000,0,13.9,120,123,0,0
509,2011-08-06T16:36:48Z,34.02887,-177.21178,249655000,0,13.8,121,123,0,0
510,2011-08-06T16:38:22Z,27.22125,-168.72913,371437000,0,18.1,115,115,-8,0
511,2011-08-06T16:38:34Z,27.2208,-168.72812,371437000,0,18.1,115,115,7,0
512,2011-08-06T16:39:56Z,30.0527,-170.00806,352740000,0,11.7,286,284,0,0
513,2011-08-06T16:41:04Z,34.74328,-163.37622,370960000,0,14.1,88,88,0,0
514,2011-08-06T16:41:18Z,29.40698,-156.43062,209648000,0,12.5,286.1,284,0,0
515,2011-08-06T16:42:56Z,21.28429,-157.87805,367309860,5,4.9,39.4,35,127,0
516,2011-08-06T16:43:42Z,22.08333,-156.351,366562000,0,23.1,235,234,0,0
517,2011-08-06T16:46:44Z,21.28844,-157.87492,367309860,5,4.6,26,25,-127,0
518,2011-08-06T18:13:00Z,32.0044,-169.28998,636012524,0,12.9,91,92,0,0
519,2011-08-06T18:13:18Z,33.84603,-176.82695,249655000,0,13.6,120,121,0,0
520,2011-08-06T18:14:42Z,26.18422,-160.95644,371862000,0,14.9,111,110,0,1
521,2011-08-06T18:15:18Z,26.18335,-160.95383,371862000,0,14.9,109,108,0,1
522,2011-08-06T18:15:30Z,29.83447,-175.29135,353690000,0,17.1,108.1,108,0,1
523,2011-08-06T18:15:50Z,32.00425,-169.27783,636012524,0,12.9,92,93,-5,0
524,2011-08-06T18:15:58Z,32.00422,-169.27727,636012524,0,12.9,92,93,-7,0
525,2011-08-06T18:16:16Z,30.00376,-165.3049,477926400,0,13.1,272.9,271,0,0
526,2011-08-06T18:16:28Z,27.01648,-168.23038,371437000,0,17.6,112,113,5,0
527,2011-08-06T18:16:30Z,26.18187,-160.94823,371862000,0,14.9,105,105,0,1
528,2011-08-06T18:16:32Z,27.94553,-157.36995,564413000,0,14.2,272,272,0,1
529,2011-08-06T18:16:42Z,26.18173,-160.94762,371862000,0,14.9,104,105,0,1
530,2011-08-06T18:16:48Z,27.94558,-157.3712,564413000,0,14.2,272,272,0,1
531,2011-08-06T18:16:56Z,27.9456,-157.37173,564413000,0,14.2,272,272,0,1
532,2011-08-06T18:17:46Z,23.68983,-160.48392,413357420,0,13,310.3,311,0,0
533,2011-08-06T18:17:46Z,25.66985,-163.57588,257349000,0,17.9,115,113,0,0
534,2011-08-06T18:17:46Z,21.724,-156.8825,366562000,0,23.5,235,235,0,0
535,2011-08-06T18:18:02Z,18.35122,-170.11214,235062848,0,12.7,117,118,-18,0
536,2011-08-06T18:18:02Z,21.30244,-157.86769,416444000,8,5.9,6.1,5,-127,0
537,2011-08-06T18:18:02Z,21.723,-156.884,366562000,0,23.5,233,234,0,0
538,2011-08-06T18:18:06Z,23.69063,-160.4849,413357420,0,13,311,311,0,0
539,2011-08-06T18:18:06Z,26.18022,-160.94131,371862000,0,15.1,105,105,0,1
540,2011-08-06T18:18:12Z,21.31004,-157.86888,366972620,0,0.1,344.2,511,-128,0
541,2011-08-06T18:18:30Z,21.30318,-157.8677,416444000,8,5.9,357.6,359,0,0
542,2011-08-06T18:18:30Z,26.17968,-160.9392,371862000,0,15.2,105,105,0,1
543,2011-08-06T18:18:30Z,21.04748,-164.60542,312442000,0,10.9,268.8,270,0,0
544,2011-08-06T18:18:32Z,21.72117,-156.88667,366562000,0,23.4,236,235,0,0
545,2011-08-06T18:18:48Z,21.31862,-157.87918,367151240,15,2.7,218.3,511,-128,0
546,2011-08-06T18:18:48Z,21.30995,-157.87096,367034960,0,0,242.2,511,-128,0
547,2011-08-06T18:18:52Z,21.27263,-157.87025,367133450,0,4.2,320,320,0,0
548,2011-08-06T18:18:52Z,22.34894,-155.93942,367196000,0,21.3,54.5,57,0,0
549,2011-08-06T18:18:52Z,21.30999,-157.86896,366972620,0,0,349.5,511,-128,0
550,2011-08-06T18:19:00Z,21.312,-157.87675,366866570,0,7.2,119.5,511,-128,0
551,2011-08-06T18:19:00Z,21.25568,-157.94746,367056982,0,8.6,79.5,511,-128,0
552,2011-08-06T18:19:12Z,21.71867,-156.8905,366562000,0,23.3,235,234,0,0
553,2011-08-06T18:19:18Z,21.36327,-157.94357,367311350,0,0,19,66,0,0
554,2011-08-06T18:19:32Z,21.7175,-156.89233,366562000,0,23.3,234,233,0,0
555,2011-08-06T18:19:32Z,27.94612,-157.38333,564413000,0,14.3,272,272,0,1
556,2011-08-06T18:19:32Z,21.27323,-157.8708,367133450,0,4.3,320,321,0,0
557,2011-08-06T18:19:38Z,21.31783,-157.8796,367151240,15,4.4,203.2,511,-128,0
558,2011-08-06T18:19:46Z,23.69458,-160.48982,413357420,0,12.9,311.4,311,0,0
559,2011-08-06T18:19:46Z,21.36327,-157.94357,367311350,0,0,19,66,0,0
560,2011-08-06T18:19:48Z,21.31762,-157.87968,367151240,15,4.6,208.4,511,-128,0
561,2011-08-06T18:19:48Z,21.31002,-157.87093,367034960,0,0,234.2,511,-128,0
562,2011-08-06T18:19:50Z,21.31007,-157.86899,366972620,0,0.1,350.5,511,-128,0
563,2011-08-06T18:19:50Z,21.30539,-157.86812,416444000,8,5.5,343,339,-127,0
564,2011-08-06T18:19:50Z,21.27353,-157.87106,367133450,0,4.5,320,321,0,0
565,2011-08-06T18:19:56Z,21.30551,-157.86816,416444000,8,5.3,340.6,337,-127,0
566,2011-08-06T18:19:58Z,21.30999,-157.87094,367034960,0,0,233.9,511,-128,0
567,2011-08-06T18:19:58Z,21.71583,-156.89484,366562000,0,23.3,233,233,0,0
568,2011-08-06T18:20:16Z,21.30981,-157.87189,367350070,0,0.1,237.8,511,-128,0
569,2011-08-06T18:20:16Z,21.31001,-157.86507,367035570,0,0,326.8,157,0,0
570,2011-08-06T18:20:16Z,22.35374,-155.93228,367196000,0,21.3,54.2,57,0,0
571,2011-08-06T18:20:16Z,21.71467,-156.8965,366562000,0,23.3,233,233,0,0
572,2011-08-06T18:20:44Z,21.71283,-156.89917,366562000,0,23.3,234,234,0,0
573,2011-08-06T18:20:52Z,22.35587,-155.9291,367196000,0,21.5,54.6,57,0,0
574,2011-08-06T18:20:52Z,18.3467,-170.10287,235062848,0,12.7,118,118,-16,0
575,2011-08-06T18:21:06Z,21.71133,-156.90134,366562000,0,23.3,234,233,0,0
576,2011-08-06T18:21:30Z,21.71,-156.90334,366562000,0,23.3,235,234,0,0
577,2011-08-06T18:21:30Z,21.04761,-164.61507,312442000,0,10.9,271.4,270,0,0
578,2011-08-06T18:21:40Z,21.30843,-157.8725,366866570,0,7.3,139.5,511,-128,0
579,2011-08-06T18:21:40Z,18.56696,-156.33507,338832000,0,11.9,150.7,146,0,0
580,2011-08-06T18:22:16Z,26.17558,-160.92227,371862000,0,15.1,105,105,0,1
581,2011-08-06T18:22:48Z,5.99186,-154.2202,441062000,15,4.7,273.6,511,-128,0
582,2011-08-06T18:23:00Z,5.9919,-154.22043,441062000,15,4.5,283.5,511,-128,0
583,2011-08-06T18:23:42Z,5.00248,-161.53535,574304000,8,11,91.3,96,0,0
